Ticker                      Company   Market_Cap       EBIT           EV       EV_EBIT
   CFG CITIZENS FINANCIAL GROUP INC   25072.0252   4406.000   23708.0252      5.380850
  CFLT                CONFLUENT INC   10769.6131   -337.777    9821.0121    -29.075432
   CFR     CULLEN/FROST BANKERS INC    8014.0328    979.825    4204.0318      4.290595
    CG            CARLYLE GROUP INC   21124.3771   1919.800   31808.8771     16.568849
  CGBD  CARLYLE SECURED LENDING INC     896.8694    188.832    2265.5884     11.997905
  CGEM    CULLINAN THERAPEUTICS INC     623.5254   -241.648     248.3124     -1.027579
  CGNX                  COGNEX CORP    6008.5521    184.184    5748.1761     31.208879
  CHCI     COMSTOCK HOLDING COS INC     117.2690     11.930      91.3370      7.656077
  CHCO              CITY HOLDING CO    1710.9968    222.560    2036.7518      9.151473
  CHCT   COMMUNITY HEALTHCARE TRUST     467.4938     26.559    1000.3488     37.665153
   CHD          CHURCH & DWIGHT INC   19835.0529   1162.900   21808.0529     18.753163
  CHDN          CHURCHILL DOWNS INC    7919.0880    736.400   12827.5880     17.419321
   CHE                  CHEMED CORP    5865.9606    341.155    5935.2046     17.397384
  CHEF         CHEFS' WAREHOUSE INC    2535.5844    154.301    3389.5064     21.966847
  CHGG                    CHEGG INC     103.2170    -26.302     103.0710     -3.918751
   CHH       CHOICE HOTELS INTL INC    4381.5790    463.619    6359.0310     13.716071
  CHMG       CHEMUNG FINANCIAL CORP     267.3378     41.171     356.7598      8.665318
  CHMI        CHERRY HILL MTG INVST      93.6870     91.645      99.7980      1.088963
  CHRD            CHORD ENERGY CORP    5261.8374    737.764    6582.7264      8.922537
  CHRS         COHERUS ONCOLOGY INC     172.0401   -176.888      54.2791     -0.306856
  CHRW   C H ROBINSON WORLDWIDE INC   19038.6460    833.733   20273.1610     24.316131
  CHTR   CHARTER COMMUNICATIONS INC   26434.4300  13268.000  124399.4300      9.375899
  CHWY                    CHEWY INC   16121.7772    112.587   16061.0362    142.654447
    CI            CIGNA GROUP (THE)   72513.1967   9853.000   95330.1967      9.675246
   CIA                 CITIZENS INC     242.9393     17.470     199.0023     11.391088
  CIEN                   CIENA CORP   26781.7587    311.594   27099.2127     86.969623
  CIIT     TIANCI INTERNATIONAL INC      17.5239     -2.708      15.2379     -5.626994
   CIM      CHIMERA INVESTMENT CORP    1036.6869    798.155   13757.6929     17.236869
  CINF    CINCINNATI FINANCIAL CORP   25379.9280   3033.000   23742.9280      7.828199
  CIVB       CIVISTA BANCSHARES INC     460.9983     86.519     669.0793      7.733322
   CIX      COMPX INTERNATIONAL INC     286.7562     22.604     232.6602     10.292877
   CKX                CKX LANDS INC      18.7850      0.084       0.7750      9.226190
    CL         COLGATE-PALMOLIVE CO   63313.9848   4375.000   70472.9848     16.108111
  CLAR                  CLARUS CORP     128.6467    -26.172     104.2427     -3.982986
   CLB        CORE LABORATORIES INC     738.9029     50.654     880.2209     17.377125
  CLBK       COLUMBIA FINANCIAL INC    1572.5237     94.267    2431.7127     25.796012
  CLDT        CHATHAM LODGING TRUST     324.8983     26.804     651.2403     24.296385
  CLDX     CELLDEX THERAPEUTICS INC    1807.4708   -287.367    1291.2338     -4.493327
   CLF         CLEVELAND-CLIFFS INC    7566.3995  -1409.000   15446.3995    -10.962668
  CLFD               CLEARFIELD INC     475.8192      2.118     378.5992    178.753163
   CLH            CLEAN HARBORS INC   12397.1921    676.905   14708.5281     21.729088
  CLIR  CLEARSIGN TECHNOLOGIES CORP      72.4118     -6.094      58.5648     -9.610240
  CLMB   CLIMB GLOBAL SOLUTIONS INC     473.9647     29.992     439.5997     14.657232
  CLMT                  CALUMET INC    1724.2590     54.200    3978.2590     73.399613
  CLNE      CLEAN ENERGY FUELS CORP     460.5972    -39.495     627.9172    -15.898650
  CLPR           CLIPPER REALTY INC      61.6815      4.202    1281.0485    304.866373
  CLPT         CLEARPOINT NEURO INC     401.7679    -23.764     414.0769    -17.424546
  CLRB    CELLECTAR BIOSCIENCES INC      12.5080    -22.980      -0.2790      0.012141
  CLRO                 CLEARONE INC      18.7721     -9.211      18.1261     -1.967875
  CLSK               CLEANSPARK INC    4122.7560    -95.409    4901.9470    -51.378245
   CLW        CLEARWATER PAPER CORP     279.0612     22.800     638.4612     28.002684
   CLX                 CLOROX CO/DE   14731.8686   1172.000   17480.8686     14.915417
   CMA                 COMERICA INC   11125.3883   1581.000    9052.3883      5.725736
   CMC            COMMERCIAL METALS    6412.2696    519.922    6897.1916     13.265820
  CMCO       COLUMBUS MCKINNON CORP     484.5027     86.194     971.4907     11.270978
 CMCSA                 COMCAST CORP  107729.8967  21155.000  203267.8967      9.608504
  CMCT CREATIVE MEDIA & COM TR CORP      10.0170      0.820     482.1000    587.926829
   CME                CME GROUP INC   98022.8852   4287.300   97231.6852     22.679002
   CMG   CHIPOTLE MEXICAN GRILL INC   48261.3200   1993.673   52287.9980     26.226968
   CMI                  CUMMINS INC   70493.1450   4015.000   74998.1450     18.679488
   CMP    COMPASS MINERALS INTL INC     800.6592     85.400    1642.5592     19.233714
  CMRC             COMMERCE.COM INC     336.3939     -4.730     358.9099    -75.879471
   CMS              CMS ENERGY CORP   21427.1814   1727.000   39732.1814     23.006474
   CMT    CORE MOLDING TECHNOLOGIES     170.6456     14.638     167.1356     11.417926
  CMTL           COMTECH TELECOMMUN      63.8197    -39.159     274.4787     -7.009339
  CMTV     COMMUNITY BANCORP INC/VT     138.9609     29.371     104.9159      3.572092
   CNA           CNA FINANCIAL CORP   12921.8813   1479.000   11976.8813      8.097959
   CNC                 CENTENE CORP   20235.8006   -284.000   18077.8006    -63.654227
  CNDT                 CONDUENT INC     297.0413    -33.000     895.0413    -27.122464
  CNET ZW DATA ACTION TECHNOLGY INC       4.1418     -3.757       3.4518     -0.918765
   CNK        CINEMARK HOLDINGS INC    2684.9172    341.800    5332.4172     15.600987
  CNMD                  CONMED CORP    1257.4226    190.637    2104.0916     11.037163
  CNNE          CANNAE HOLDINGS INC     734.6539   -119.600     761.6539     -6.368344
   CNO      CNO FINANCIAL GROUP INC    4012.7355    624.700    6628.6355     10.610910
  CNOB       CONNECTONE BANCORP INC    1318.1318    189.230    2075.9818     10.970680
   CNP       CENTERPOINT ENERGY INC   25031.0358   2168.000   47514.0358     21.916068
   CNR   CORE NATURAL RESOURCES INC    4511.7973    -87.239    4508.1513    -51.675871
   CNS           COHEN & STEERS INC    3203.7890    178.352    3196.6630     17.923337
  CNSP      CNS PHARMACEUTICALS INC       8.5096    -14.902       2.3746     -0.159348
  CNTY          CENTURY CASINOS INC      38.2122     51.945    1051.0482     20.233867
  CNVS               CINEVERSE CORP      50.5094      7.924      37.0304      4.673195
   CNX           CNX RESOURCES CORP    5243.0711    891.663    7834.4601      8.786347
  CNXC              CONCENTRIX CORP    2235.5692    721.337    7253.1962     10.055212
  CNXN            PC CONNECTION INC    1456.7650    105.295    1051.8750      9.989791
  COCP         COCRYSTAL PHARMA INC      13.4945     -9.019       7.8995     -0.875873
  CODA       CODA OCTOPUS GROUP INC     115.4355      4.749      87.1485     18.350916
  CODI COMPASS DIVERSIFIED HOLDINGS     361.1328    115.333    2341.2398     20.299826
  CODX            CO-DIAGNOSTIC INC      24.7905    -40.082      -2.8035      0.069944
   COF   CAPITAL ONE FINANCIAL CORP  151499.7207  15538.000  137391.7207      8.842304
  COFS CHOICEONE FINANCIAL SERVICES     442.8295     65.002     668.0895     10.277984
  COHN          COHEN & COMPANY INC      50.2041     60.243     122.8961      2.040006
  COHR                COHERENT CORP   13877.0616    590.184   16852.6226     28.554862
  COHU                     COHU INC    1090.0832    -60.062     936.9722    -15.600083
  COKE   COCA COLA CONSOLIDATED INC   10204.2612    950.656   12829.5842     13.495506
  COLB  COLUMBIA BANKING SYSTEM INC    8257.0449   1106.000    9885.0449      8.937654
  COLD       AMERICOLD REALTY TRUST    3663.4539     65.001    8025.4039    123.465853
  COLL COLLEGIUM PHARMACEUTICAL INC    1468.0804    192.515    1997.9784     10.378300
  COLM       COLUMBIA SPORTSWEAR CO    2947.0396    236.039    2633.9346     11.158896
  COMP                  COMPASS INC    5955.9730    -27.600    6233.1730   -225.839601
   COO         COOPER COS INC (THE)   13695.3690    850.700   16368.3690     19.241059
   COP               CONOCOPHILLIPS  114687.9765  11429.000  132100.9765     11.558402
   COR                  CENCORA INC   60611.4431   3746.821   65548.0701     17.494316
  CORT     CORCEPT THERAPEUTICS INC    3687.6168     44.797    3321.5718     74.147193
  COSM            COSMOS HEALTH INC      15.7904    -15.252      27.2734     -1.788185
  COST        COSTCO WHOLESALE CORP  418114.3268  10383.000  412765.3268     39.753956
  COTY                     COTY INC    4056.1950    605.400    8030.9950     13.265601
  COUR                 COURSERA INC    1235.7440    -58.500     448.8440     -7.672547
  CPAY                   CORPAY INC   20572.1767   2061.928   21696.4487     10.522408
   CPB          CAMPBELL'S CO (THE)    9512.1600   1478.000   16592.1600     11.226089
   CPF CENTRAL PACIFIC FINANCIAL CP     821.8450    153.889     545.2880      3.543385
  CPHC CANTERBURY PARK HOLDING CORP      78.8634      2.518      58.1564     23.096267
  CPHI    CHINA PHARMA HOLDINGS INC       7.5839     -4.589      10.5289     -2.294378
  CPIX   CUMBERLAND PHARMACEUTICALS      59.5289     -2.745      58.2649    -21.225829
   CPK    CHESAPEAKE UTILITIES CORP    2981.2650    257.100    4609.1650     17.927518
  CPNG                  COUPANG INC   43004.5700    498.000   41227.5700     82.786285
  CPRT                   COPART INC   43855.8231   1752.714   39170.4921     22.348479
  CPRX CATALYST PHARMACEUTICALS INC    2859.4768    257.778    2153.0928      8.352508
   CPS COOPER-STANDARD HOLDINGS INC     579.0227    106.854    1573.5647     14.726306
  CPSH        CPS TECHNOLOGIES CORP      55.5860      0.444      42.6860     96.139640
  CPSS  CONSUMER PORTFOLIO SVCS INC     203.7859    260.027    3534.6559     13.593419
   CPT        CAMDEN PROPERTY TRUST   12737.5770    256.986   16623.8250     64.687668
   CQP  CHENIERE ENERGY PARTNERS LP   25884.3200   3711.000   40296.3200     10.858615
    CR                     CRANE CO   10624.6434    421.300   10111.0434     23.999628
  CRAI        CRA INTERNATIONAL INC    1313.9502     83.124    1422.9722     17.118668
  CRBP CORBUS PHARMACEUTICALS HLDGS     143.3617    -85.310     -18.9443      0.222064
   CRC    CALIFORNIA RESOURCES CORP    3968.1913    728.000    5197.1913      7.138999
  CRCT                   CRICUT INC    1046.1132     96.033     782.0872      8.143942
 CRD.A                CRAWFORD & CO     539.7551     76.581     745.4831      9.734570
  CRDF         CARDIFF ONCOLOGY INC     191.9371    -48.960     134.4651     -2.746428
  CREG            SMART POWERR CORP       7.0356     -1.093      11.8326    -10.825801
  CREX       CREATIVE REALITIES INC      27.4546     -1.200      93.7606    -78.133833
   CRI                 CARTER'S INC    1181.2952    175.991    1884.6072     10.708543
  CRIS                    CURIS INC      12.7622    -32.902       9.3192     -0.283241
   CRK       COMSTOCK RESOURCES INC    6793.0149    353.914    9672.7799     27.330877
   CRL  CHARLES RIVER LABS INTL INC    9817.8072    573.150   12234.8362     21.346657
   CRM               SALESFORCE INC  328715.4000   7666.000  326753.4000     42.623715
  CRMD                 CORMEDIX INC     921.8054    166.882     921.5324      5.522060
  CRMT       AMERICA'S CAR-MART INC     391.8315   -150.974    1112.3645     -7.367921
  CRNC                  CERENCE INC     540.4400     13.127     670.1630     51.052259
  CRNX      CRINETICS PHARMCTCL INC    4449.0163   -516.769    3469.6683     -6.714157
  CROX                    CROCS INC    4294.8144    901.050    5778.3094      6.412862
   CRS    CARPENTER TECHNOLOGY CORP   13738.0207    525.400   14160.8207     26.952457
  CRSR           CORSAIR GAMING INC     633.4357      8.756     725.3797     82.843730
   CRT  CROSS TIMBERS ROYALTY TRUST      47.7000      4.441      45.5660     10.260302
  CRUS             CIRRUS LOGIC INC    5211.0596    412.039    4758.9986     11.549874
  CRVL                  CORVEL CORP    5750.7792    120.824    5608.2742     46.416889
  CRVO                 CERVOMED INC      73.0987    -27.995      52.2347     -1.865858
  CRVS   CORVUS PHARMACEUTICALS INC     575.1669    -42.971     519.3539    -12.086149
  CRWD     CROWDSTRIKE HOLDINGS INC   98670.4070    -54.341   95134.6420  -1750.697300
  CRWS             CROWN CRAFTS INC      38.4675      3.775      69.5425     18.421854
  CSBR       CHAMPIONS ONCOLOGY INC      98.5056      4.846      95.0456     19.613207
  CSCO            CISCO SYSTEMS INC  269596.8000  12911.000  282565.8000     21.885663
  CSGP             COSTAR GROUP INC   28099.5960    -34.000   27510.5960   -809.135176
  CSGS         CSG SYSTEMS INTL INC    2175.6953    166.303    2572.5253     15.468905
   CSL             CARLISLE COS INC   13114.2600   1005.100   15024.1600     14.947926
  CSPI                      CSP INC     114.4143     -3.109      89.5753    -28.811611
   CSR                  CENTRESPACE    1118.2939     -9.372    2123.8069   -226.611918
  CSTL       CASTLE BIOSCIENCES INC    1154.7854    -42.810     892.2954    -20.843153
   CSV        CARRIAGE SERVICES INC     666.2673     98.028    1217.0873     12.415711
   CSW          CSW INDUSTRIALS INC    4892.5802    187.542    4736.0992     25.253539
  CSWC       CAPITAL SOUTHWEST CORP    1181.0182    178.206    2097.6122     11.770716
   CSX                     CSX CORP   67412.6388   4568.000   86156.6388     18.860910
  CTAS                  CINTAS CORP   91267.7220   2344.726   93658.2300     39.944211
  CTBI  COMMUNITY TRUST BANCORP INC    1023.5540    165.681    1049.4180      6.333967
  CTEV                CLARITEV CORP     707.6408     45.655    5295.3708    115.986656
  CTGO   CONTANGO SILVER & GOLD INC     395.2521    -19.509     364.1661    -18.666569
  CTLP               CANTALOUPE INC     805.4461     23.873     802.8971     33.632015
  CTMX      CYTOMX THERAPEUTICS INC     724.9924    -19.506     592.1804    -30.358884
   CTO        CTO REALTY GROWTH INC     595.9685     33.012    1171.4235     35.484778
  CTOS  CUSTOM TRUCK ONE SOURCE INC    1305.3658    141.582    3716.5898     26.250440
  CTRA           COTERRA ENERGY INC   20003.2000   2462.000   23890.2000      9.703574
  CTRE           CARETRUST REIT INC    8054.4954    313.643    8750.6734     27.900107
  CTRN              CITI TRENDS INC     221.3932    -33.038     380.7072    -11.523313
   CTS                     CTS CORP    1232.8555     79.138    1233.3545     15.584858
  CTSH     COGNIZANT TECH SOLUTIONS   39757.0000   3327.000   39017.0000     11.727382
  CTSO            CYTOSORBENTS CORP      40.1443    -14.239      63.0063     -4.424910
  CTVA                  CORTEVA INC   45055.0859   2619.000   43316.0859     16.539170
  CTXR   CITIUS PHARMACEUTICALS INC      22.4043    -38.525      19.9653     -0.518243
  CUBE                    CUBESMART    8193.0475    451.359   11700.7595     25.923399
  CUBI        CUSTOMERS BANCORP INC    2500.0459    473.937    -164.2751     -0.346618
   CUE                CUE BIOPHARMA      29.5081    -25.121       6.5691     -0.261498
  CULP                     CULP INC      47.7242     -9.017      58.4132     -6.478119
  CURV          TORRID HOLDINGS INC     740.3045     57.208    1154.9215     20.188112
   CUZ       COUSINS PROPERTIES INC    4330.5760    200.493    7715.8560     38.484416
  CVBF           CVB FINANCIAL CORP    2521.2672    335.901    3168.9522      9.434185
  CVCO         CAVCO INDUSTRIES INC    4161.1970    200.236    3810.1440     19.028267
  CVGI COMMERCIAL VEHICLE GROUP INC      49.2278      4.820     160.4828     33.295187
  CVGW           CALAVO GROWERS INC     396.5596     22.400     358.8706     16.021009
   CVI               CVR ENERGY INC    2557.5086    189.000    3875.5086     20.505337
  CVLG COVENANT LOGISTICS GROUP INC     552.5428     41.302     886.2948     21.458883
  CVLT        COMMVAULT SYSTEMS INC    6957.8470     91.950    6666.6960     72.503491
   CVM                 CEL-SCI CORP      73.7472    -24.810      72.1772     -2.909198
  CVNA                   CARVANA CO   60023.9046   1884.000   62767.9046     33.316298
   CVR   CHICAGO RIVET & MACHINE CO      13.4371     -1.536      12.6401     -8.229232
   CVS              CVS HEALTH CORP  100866.5600  12340.000  170159.5600     13.789267
  CVSA                  COVISTA INC    4574.1730    358.460    5134.2090     14.322962
   CVU       CPI AEROSTRUCTURES INC      52.5650      6.732      67.5900     10.040107
   CVV           CVD EQUIPMENT CORP      21.4353     -1.747      12.8823     -7.373955
   CVX                 CHEVRON CORP  303968.9426  16840.000  344240.9426     20.441861
    CW          CURTISS-WRIGHT CORP   20319.2609    638.025   21115.9979     33.095879
  CWBC    COMMUNITY WEST BANCSHARES     431.1675     77.362     466.3185      6.027746
  CWEN          CLEARWAY ENERGY INC    3909.5166    176.000   12513.5166     71.099526
   CWH   CAMPING WORLD HOLDINGS INC     617.2420    178.595    4481.1370     25.091055
  CWST CASELLA WASTE SYS INC  -CL A    6220.5612     89.182    7335.9152     82.257801
   CWT  CALIFORNIA WATER SERVICE GP    2584.1145    181.585    4103.4465     22.597938
  CXDO                 CREXENDO INC     200.5959      4.741     170.3559     35.932483
   CXW                CORECIVIC INC    1911.9746    210.703    3150.6786     14.953174
  CYCN       CYCLERION THERAPEUTICS       8.1981     -3.628       4.9661     -1.368826
   CYH COMMUNITY HEALTH SYSTEMS INC     432.5162   1082.000   11215.5162     10.365542
  CYPH  CYPHERPUNK TECHNOLOGIES INC      97.2672    -36.540      83.2702     -2.278878
  CYRX                 CRYOPORT INC     478.5696    -41.267     298.0796     -7.223195
  CYTK             CYTOKINETICS INC    7811.7982   -612.258    8871.5792    -14.489936
  CZFS  CITIZENS FINANCIAL SVCS INC     274.0951     61.956     556.2091      8.977486
  CZNC     CITIZENS & NORTHERN CORP     359.4899     61.023     506.4849      8.299902
   CZR    CAESARS ENTERTAINMENT INC    4739.4923   2078.000   29389.4923     14.143163
  CZWI   CITIZENS COMMUNITY BANCORP     171.3749     28.293     105.2759      3.720917
     D          DOMINION ENERGY INC   51500.6100   4520.000  100834.6100     22.308542
  DAIO                DATA I/O CORP      29.7726     -3.739      23.2826     -6.226959
  DAKT               DAKTRONICS INC     622.4572     49.642     511.7512     10.308835
   DAL          DELTA AIR LINES INC   45330.0674   5822.000   61159.0674     10.504821
   DAN                     DANA INC    2667.8678    208.000    5709.8678     27.451287
   DAR      DARLING INGREDIENTS INC    5694.9480    413.796    9751.1580     23.565134
  DARE          DARE BIOSCIENCE INC      27.9850    -13.553      11.5000     -0.848521
  DASH                 DOORDASH INC   98348.2606    976.000   95859.2606     98.216456
   DBD          DIEBOLD NIXDORF INC    2402.2877    336.200    3074.1877      9.143925
   DBI          DESIGNER BRANDS INC     241.1583     54.121    1482.4413     27.391240
  DBRG      DIGITALBRIDGE GROUP INC    2801.7436    -75.300    2811.5066    -37.337405
   DBX                  DROPBOX INC    6752.6200    699.500    9301.4200     13.297241
   DCH                   DAUCH CORP     760.8670    233.700    2807.4670     12.013124
   DCI             DONALDSON CO INC    8351.5427    574.300    8901.3427     15.499465
   DCO                 DUCOMMUN INC    1422.1935     77.238    1722.7345     22.304235
  DCOM    DIME COMMUNITY BANCSHARES    1319.8076    219.892    -207.9264     -0.945584
  DCOY       DECOY THERAPEUTICS INC       4.1419     -4.096      -6.5681      1.603540
  DCTH          DELCATH SYSTEMS INC     350.3892      0.660     260.2892    394.377576
    DD        DUPONT DE NEMOURS INC   16449.6390    860.000   19103.6390     22.213534
   DDD              3D SYSTEMS CORP     257.6784    -86.873     320.3734     -3.687836
  DDOG                  DATADOG INC   47940.0107    -42.799   44744.1797  -1045.449186
   DDS          DILLARDS INC  -CL A    7447.6301    740.162    6959.4241      9.402569
    DE                   DEERE & CO  124802.5938   9129.000  180519.5938     19.774301
   DEA    EASTERLY GOVERNMENT PPTYS     981.1606     88.011    2617.3126     29.738471
  DECK         DECKERS OUTDOOR CORP   16793.9738   1179.092   15181.7608     12.875807
   DEI           DOUGLAS EMMETT INC    1840.4074    208.470    7059.2674     33.862270
  DELL        DELL TECHNOLOGIES INC   72105.6000   6930.000   93674.6000     13.517258
   DFH      DREAM FINDERS HOMES INC    1577.8170    269.554    2927.1230     10.859134
  DFIN   DONNELLEY FINANCIAL SOLTNS    1195.2640    149.400    1352.3640      9.051968
    DG          DOLLAR GENERAL CORP   15628.8653   1714.074   32159.6743     18.762127
 DGICA            DONEGAL GROUP INC     725.6895     98.944     666.5485      6.736624
  DGII       DIGI INTERNATIONAL INC    1355.2547     56.290    1504.5367     26.728312
   DGX        QUEST DIAGNOSTICS INC   19088.3000   1596.000   25050.3000     15.695677
   DHC DIVERSIFIED HEALTHCARE TRUST    1174.2869   -162.371    3470.2329    -21.372246
   DHI               D R HORTON INC   49904.6783   4513.100   52902.4783     11.721982
  DHIL  DIAMOND HILL INVESTMENT GRP     458.6670     39.636     422.6420     10.663084
   DHR                 DANAHER CORP  161823.5480   5112.000  176904.5480     34.605741
   DHX                DHI GROUP INC      68.9130     13.892     105.1830      7.571480
   DIN       DINE BRANDS GLOBAL INC     428.3298    103.400    1867.8298     18.064118
  DINO             HF SINCLAIR CORP    8376.7910    927.000   10724.7910     11.569354
  DIOD                   DIODES INC    2263.5218     36.676    1976.9678     53.903583
   DIS             DISNEY (WALT) CO  205069.5000  13832.000  244797.5000     17.697911
   DIT        AMCON DISTRIBUTING CO      72.3514     11.103     245.6234     22.122255
  DJCO           DAILY JOURNAL CORP     640.4978      9.528     147.6578     15.497250
    DK        DELEK US HOLDINGS INC    1773.1341    403.300    4697.5341     11.647741
   DKL  DELEK LOGISTICS PARTNERS LP    2387.7054    188.152    4756.4104     25.279616
  DKNG               DRAFTKINGS INC   17059.5264     -2.604   17344.7574  -6660.813134
   DKS     DICKS SPORTING GOODS INC   19259.2115   1473.932   22057.0315     14.964755
   DLB       DOLBY LABORATORIES INC    6908.6573    278.160    6153.4713     22.122057
  DLHC            DLH HOLDINGS CORP      81.9137     16.786     226.7617     13.508978
  DLPN    DOLPHIN ENTERTAINMENT INC      19.0648     -0.207      37.9028   -183.105314
   DLR     DIGITAL REALTY TRUST INC   53151.7035    787.557   69689.3955     88.488066
  DLTH          DULUTH HOLDINGS INC     102.7168    -26.115     262.5138    -10.052223
  DLTR              DOLLAR TREE INC   15775.9713   1559.700   22350.0713     14.329724
   DLX                  DELUXE CORP    1004.8500    258.600    2476.7500      9.577533
  DMLP     DORCHESTER MINERALS  -LP    1079.0042     57.352    1037.8442     18.096042
  DMRA      DAMORA THERAPEUTICS INC      36.7470    -36.562    -220.8090      6.039303
  DMRC                DIGIMARC CORP     143.6706    -29.932     136.0176     -4.544220
  DNLI       DENALI THERAPEUTCS INC    2578.5648   -555.342    1752.9738     -3.156566
  DNOW                     DNOW INC    2466.1563    118.000    2916.1563     24.713189
  DNTH    DIANTHUS THERAPEUTICS INC    1781.2198   -177.933    1378.3108     -7.746235
  DNUT             KRISPY KREME INC     689.6511     -9.725    2071.6971   -213.027979
   DOC    HEALTHPEAK PROPERTIES INC   11176.1950    363.521   20782.6470     57.170417
  DOCN    DIGITALOCEAN HOLDINGS INC    4424.5378    156.989    5871.2708     37.399250
  DOCU                 DOCUSIGN INC   19585.6002    233.989   18745.5282     80.112861
  DOMH        DOMINARI HOLDINGS INC      79.5317    -55.726       1.8517     -0.033229
  DOMO                     DOMO INC     334.1754    -59.282     424.4404     -7.159684
  DORM          DORMAN PRODUCTS INC    3743.9905    416.008    4255.5165     10.229410
  DOUG          DOUGLAS ELLIMAN INC     209.1478    -24.924     191.8938     -7.699157
   DOV                   DOVER CORP   26327.3330   1430.104   28234.9770     19.743303
   DOW                      DOW INC   16768.6504    316.000   32414.6504    102.578008
   DPZ           DOMINO'S PIZZA INC   14016.8230    954.946   18723.3220     19.606681
   DRH   DIAMONDROCK HOSPITALITY CO    1825.1789    169.359    2940.2449     17.361019
   DRI       DARDEN RESTAURANTS INC   25069.8531   1437.900   32588.8531     22.664200
  DRIO             DARIOHEALTH CORP      78.5903    -36.655      84.0923     -2.294156
  DSGR DISTRIBUTION SOLUTIO GRO INC    1264.8976     82.008    2008.6826     24.493740
   DSP         VIANT TECHNOLOGY INC     211.8197     12.078      42.4167      3.511898
   DSS                      DSS INC       7.2837    -20.930      59.9527     -2.864439
    DT                DYNATRACE INC   14136.1830    179.433   13098.3180     72.998378
   DTE                DTE ENERGY CO   26794.9501   2429.000   52834.9501     21.751729
  DTIL        PRECISION BIOSCIENCES     100.2061    -52.148      13.4291     -0.257519
   DTM             DT MIDSTREAM INC   12168.3443    614.000   15486.3443     25.222059
   DUK             DUKE ENERGY CORP   91189.3800   8626.000  181967.3800     21.095221
    DV        DOUBLEVERIFY HOLD INC    1852.1360     80.854    1692.6490     20.934635
   DVA                   DAVITA INC    7787.8519   2035.815   19880.1329      9.765196
  DVLT             DATAVAULT AI INC     373.9389    -31.975     387.2489    -12.110990
   DVN            DEVON ENERGY CORP   22783.8600   3805.000   30037.8600      7.894313
  DWSN        DAWSON GEOPHYSICAL CO      48.4427     -1.136      63.8277    -56.186356
    DX            DYNEX CAPITAL INC    2449.1582    480.474   15423.0022     32.099556
   DXC            DXC TECHNOLOGY CO    3089.5112    493.000    5840.5112     11.846879
  DXCM                   DEXCOM INC   25539.1760    937.200   24916.8760     26.586509
  DXLG     DESTINATION XL GROUP INC     145.5064      4.732     281.7044     59.531784
  DXPE          DXP ENTERPRISES INC    1703.2821    178.670    2323.9851     13.007137
    DY         DYCOM INDUSTRIES INC    5481.6676    356.118    6443.5886     18.093971
  DYAI     DYADIC INTERNATIONAL INC      52.2130     -5.878      48.0150     -8.168595
   DYN        DYNE THERAPEUTICS INC    3226.4416   -468.184    2285.0786     -4.880728
    EA          ELECTRONIC ARTS INC   36464.5638   1584.000   36434.5638     23.001619
   EAF   GRAFTECH INTERNATIONAL LTD     400.4682    -77.066    1361.5232    -17.666976
  EARN          ELLINGTON CREDIT CO     196.2962     41.079     727.0082     17.697807
   EAT             BRINKER INTL INC    8024.6850    545.100    9699.2850     17.793588
    EB               EVENTBRITE INC     446.9135    -22.627     184.2115     -8.141225
  EBAY                     EBAY INC   39107.9000   2410.000   43198.9000     17.924855
   EBC       EASTERN BANKSHARES INC    4116.6538    267.914    4112.6188     15.350518
   EBF                    ENNIS INC     551.0516     51.916     488.0526      9.400813
  EBMT    EAGLE BANCORP MONTANA INC     158.3642     30.237     178.5662      5.905553
   EBS    EMERGENT BIOSOLUTIONS INC     645.1920    106.200    1019.7920      9.602561
   ECL                   ECOLAB INC   74036.6780   2900.200   82387.9780     28.407688
  ECOR              ELECTROCORE INC      35.8979    -12.643      33.6899     -2.664708
  ECPG     ENCORE CAPITAL GROUP INC    1178.7428    631.602    5088.6898      8.056798
  ECVT                  ECOVYST INC    1087.8627     83.444    1321.4117     15.835910
    ED      CONSOLIDATED EDISON INC   35866.5377   2931.000   62615.5377     21.363199
  EDIT          EDITAS MEDICINE INC     200.6274    -99.336     130.6894     -1.315630
  EDUC EDUCATIONAL DEVELOPMENT CORP      12.4454     -6.776      43.8684     -6.474085
  EE.2          EL PASO ELECTRIC CO    2758.8459    178.093    4253.3859     23.882948
  EEFT        EURONET WORLDWIDE INC    2993.4063    534.500    3456.9063      6.467552
   EEX          EMERALD HOLDING INC     883.7056     84.700    1295.1056     15.290503
   EFC      ELLINGTON FINANCIAL INC    1536.4276    328.708   17985.1356     54.714627
  EFOI             ENERGY FOCUS INC      14.5669     -1.024      13.7199    -13.398340
  EFSC  ENTERPRISE FINL SERVICES CP    1996.1100    451.159    1821.8550      4.038166
  EFSI EAGLE FINANCIAL SERVICES INC     213.8583     27.158      76.0883      2.801690
   EFX                  EQUIFAX INC   26124.3920   1175.100   31004.9920     26.384982
  EGAN                   EGAIN CORP     169.2688      4.433     110.0208     24.818588
  EGBN         EAGLE BANCORP INC/MD     650.3112    -98.362      66.3022     -0.674063
  EGHT                      8X8 INC     268.7100     16.294     590.4600     36.237879
   EGP         EASTGROUP PROPERTIES    9503.5909    286.699   11168.6189     38.955905
   EGY            VAALCO ENERGY INC     379.4991     49.008     466.7651      9.524263
